id,name,category,subcategory,niche,city,state,zip,phone,email,website,booking_url,verification_score,starting_price,price_mode,claim_status,duplicate_status,identity_key,source_file,last_verified
"american-express-phoenix-legal-financial-services-accebed","American Express","Legal And Financial","Legal / Financial Services","Legal / Financial Services","Phoenix","AZ","","","","https://www.americanexpress.com","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","domain:americanexpress.com","seed/businesses/inbox/az_businesses_seed.csv","2026-05-27"
"arizona-state-university-tempe-education-childcare-d5b33c6","Arizona State University","Education And Childcare","Education / Childcare","Education / Childcare","Tempe","AZ","","","","https://www.asu.edu","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","domain:asu.edu","seed/businesses/inbox/az_businesses_seed.csv","2026-05-27"
"avnet-phoenix-contractor-home-service-014d78b","Avnet","Home Services","Contractor / Home Service","Contractor / Home Service","Phoenix","AZ","","","","https://www.avnet.com","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","domain:avnet.com","seed/businesses/inbox/az_businesses_seed.csv","2026-05-27"
"banner-health-phoenix-healthcare-wellness-e134708","Banner Health","Health And Care","Healthcare / Wellness","Healthcare / Wellness","Phoenix","AZ","","","","https://www.bannerhealth.com","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","domain:bannerhealth.com","seed/businesses/inbox/az_businesses_seed.csv","2026-05-27"
"dignity-health-phoenix-healthcare-wellness-449a910","Dignity Health","Health And Care","Healthcare / Wellness","Healthcare / Wellness","Phoenix","AZ","","","","https://www.dignityhealth.org","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","domain:dignityhealth.org","seed/businesses/inbox/az_businesses_seed.csv","2026-05-27"
"freeport-mcmoran-phoenix-major-employer-5d1daf7","Freeport-McMoRan","Major Employers","Major Employer","Major Employer","Phoenix","AZ","","","","https://www.fcx.com","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","domain:fcx.com","seed/businesses/inbox/az_businesses_seed.csv","2026-05-27"
"honeywell-aerospace-phoenix-salon-personal-care-5eb247f","Honeywell Aerospace","Beauty And Wellness","Salon / Personal Care","Salon / Personal Care","Phoenix","AZ","","","","https://www.honeywell.com","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","domain:honeywell.com","seed/businesses/inbox/az_businesses_seed.csv","2026-05-27"
"intel-corporation-chandler-major-employer-e42a75d","Intel Corporation","Major Employers","Major Employer","Major Employer","Chandler","AZ","","","","https://www.intel.com","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","domain:intel.com","seed/businesses/inbox/az_businesses_seed.csv","2026-05-27"
"phoenix-children-s-hospital-phoenix-healthcare-wellness-79b5f94","Phoenix Children’s Hospital","Health And Care","Healthcare / Wellness","Healthcare / Wellness","Phoenix","AZ","","","","https://www.phoenixchildrens.org","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","domain:phoenixchildrens.org","seed/businesses/inbox/az_businesses_seed.csv","2026-05-27"
"republic-services-phoenix-business-professional-services-8a067e4","Republic Services","Business Services","Business / Professional Services","Business / Professional Services","Phoenix","AZ","","","","https://www.republicservices.com","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","domain:republicservices.com","seed/businesses/inbox/az_businesses_seed.csv","2026-05-27"
"sprouts-farmers-market-phoenix-retail-specialty-store-10c03b9","Sprouts Farmers Market","Retail And Specialty","Retail / Specialty Store","Retail / Specialty Store","Phoenix","AZ","","","","https://www.sprouts.com","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","domain:sprouts.com","seed/businesses/inbox/az_businesses_seed.csv","2026-05-27"
"state-of-arizona-phoenix-major-employer-d1d307f","State of Arizona","Major Employers","Major Employer","Major Employer","Phoenix","AZ","","","","https://www.az.gov","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","domain:az.gov","seed/businesses/inbox/az_businesses_seed.csv","2026-05-27"
"usaa-phoenix-legal-financial-services-7ae1e09","USAA","Legal And Financial","Legal / Financial Services","Legal / Financial Services","Phoenix","AZ","","","","https://www.usaa.com","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","domain:usaa.com","seed/businesses/inbox/az_businesses_seed.csv","2026-05-27"
"wells-fargo-phoenix-legal-financial-services-e21b245","Wells Fargo","Legal And Financial","Legal / Financial Services","Legal / Financial Services","Phoenix","AZ","","","","https://www.wellsfargo.com","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","domain:wellsfargo.com","seed/businesses/inbox/az_businesses_seed.csv","2026-05-27"
"a-and-m-mechanical-llc-phoenix-85085-6754dbb","A & M Mechanical, LLC","Home Services","Mechanical / HVAC Services","Mechanical / HVAC Services","Phoenix","AZ","85085","(602) 405-8289","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6024058289","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"a-ready-minded-youth-foundation-phoenix-85051-0b304fa","A Ready Minded Youth Foundation","Health And Care","Youth Foundation / Health-adjacent Services","Youth Foundation / Health-adjacent Services","Phoenix","AZ","85051","(480) 469-4950","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:4804694950","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"a-z-air-duct-tempe-85282-5668e9d","A-Z Air Duct","Home Services","Air Duct Cleaning","Air Duct Cleaning","Tempe","AZ","85282","(602) 466-2234","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6024662234","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"accounting-launchpad-phoenix-85016-261fe8f","Accounting Launchpad","Legal And Financial","Accounting / Tax / Fractional CFO","Accounting / Tax / Fractional CFO","Phoenix","AZ","85016","(480) 788-3137","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:4807883137","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"ad-genius-phoenix-85022-6056b51","Ad Genius","Creative Services","Advertising / Marketing","Advertising / Marketing","Phoenix","AZ","85022","(602) 345-1272","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6023451272","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"adelante-healthcare-phoenix-85012-ec0d196","Adelante Healthcare","Health And Care","Healthcare Clinic","Healthcare Clinic","Phoenix","AZ","85012","(623) 544-5129","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6235445129","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"adelante-healthcare-mesa-mesa-85202-28264fb","Adelante Healthcare Central Phoenix","Health And Care","Healthcare Clinic","Healthcare Clinic","Phoenix","AZ","85202","(877) 809-5092","","","","13","","CONTACT_FOR_QUOTE","unclaimed","merged","phone:8778095092","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"admiremd-skin-wellness-clinic-phoenix-85018-7d4d23c","AdmireMD Skin + Wellness Clinic","Health And Care","Skin/wellness Clinic","Skin/wellness Clinic","Phoenix","AZ","85018","(480) 573-0082","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:4805730082","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"advanced-spine-and-pain-phoenix-85037-5ad64f5","Advanced Spine & Pain","Health And Care","Spine / Pain Care","Spine / Pain Care","Phoenix","AZ","85037","(480) 573-0130","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:4805730130","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"agave-home-loans-phoenix-85044-c305701","Agave Home Loans","Real Estate And Property","Mortgage / Home Loans","Mortgage / Home Loans","Phoenix","AZ","85044","(602) 325-5400","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6023255400","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"ait-promotions-glendale-85304-85ee3b9","AIT Promotions","Local Services","Promotional Products","Promotional Products","Glendale","AZ","85304","(602) 978-2791","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6029782791","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"aker-ink-pr-and-marketing-scottsdale-85016-5221eb1","Aker Ink PR & Marketing","Creative Services","PR / Marketing Agency","PR / Marketing Agency","Scottsdale","AZ","85016","(480) 269-2291","","","","13","","CONTACT_FOR_QUOTE","unclaimed","merged","phone:4802692291","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"alaskausa-federal-credit-union-phoenix-branch-phoenix-85029-cfdd65b","AlaskaUSA Federal Credit Union - Phoenix Branch","Legal And Financial","Credit Union Branch","Credit Union Branch","Phoenix","AZ","85029","(602) 338-5832","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6023385832","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"alaskausa-federal-credit-union-tempe-branch-tempe-85282-5bc84aa","AlaskaUSA Federal Credit Union - Tempe Branch","Legal And Financial","Credit Union Branch","Credit Union Branch","Tempe","AZ","85282","(602) 338-5841","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6023385841","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"all-city-towing-tempe-85281-c1a23d8","All City Towing","Auto Services","Towing / Vehicle Emergency Services","Towing / Vehicle Emergency Services","Tempe","AZ","85281","(480) 833-7278","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:4808337278","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"all-embracing-home-care-phoenix-85051-aa024c2","All Embracing Home Care","Health And Care","Home Health Care","Home Health Care","Phoenix","AZ","85051","(480) 744-9151","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:4807449151","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"allthrive-365-formerly-fsl-phoenix-85014-446ee90","AllThrive 365 (Formerly FSL)","Health And Care","Community Health / Services","Community Health / Services","Phoenix","AZ","85014","(602) 285-1800","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6022851800","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"alma-school-pawn-and-gold-mesa-85210-2364e7a","Alma School Pawn and Gold","Retail And Specialty","Pawn / Gold Buyer","Pawn / Gold Buyer","Mesa","AZ","85210","(480) 644-7932","","","","13","","CONTACT_FOR_QUOTE","unclaimed","merged","phone:4806447932","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"american-asphalt-paving-and-sealcoating-inc-phoenix-85007-73983ca","American Asphalt Paving & Sealcoating, Inc.","Real Estate And Property","Paving / Sealcoating","Paving / Sealcoating","Phoenix","AZ","85007","(602) 256-7376","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6022567376","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"amsafe-inc-phoenix-85043-0945fb1","Amsafe Inc.","Auto Services","Aircraft Parts / Safety Systems","Aircraft Parts / Safety Systems","Phoenix","AZ","85043","(602) 850-2850","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6028502850","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"anago-cleaning-systems-of-phoenix-phoenix-85040-831eb3f","Anago Cleaning Systems of Phoenix","Home Services","Commercial Cleaning / Janitorial","Commercial Cleaning / Janitorial","Phoenix","AZ","85040","(602) 926-7991","","","","13","","CONTACT_FOR_QUOTE","unclaimed","merged","phone:6029267991","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"anchored-solutions-residential-construction-phoenix-85018-55784de","Anchored Solutions Residential Construction","Home Services","Residential Construction / Contractor","Residential Construction / Contractor","Phoenix","AZ","85018","(425) 418-7477","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:4254187477","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"archwell-health-north-mountain-phoenix-85021-3c28dea","ArchWell Health- North Mountain","Health And Care","Healthcare Clinic","Healthcare Clinic","Phoenix","AZ","85021","(602) 858-4361","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6028584361","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"arizona-association-of-health-plans-phoenix-85016-982aab3","Arizona Association of Health Plans","Health And Care","Health Insurance Association","Health Insurance Association","Phoenix","AZ","85016","(602) 680-7680","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6026807680","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"arizona-balloon-company-glendale-85306-d6013bf","Arizona Balloon Company","Creative Services","Outdoor Advertising / Balloons","Outdoor Advertising / Balloons","Glendale","AZ","85306","(602) 938-3550","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6029383550","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"arizona-biltmore-dentistry-phoenix-85016-d406e26","Arizona Biltmore Dentistry","Health And Care","Dentist","Dentist","Phoenix","AZ","85016","(602) 957-8200","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6029578200","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"arizona-bioindustry-association-azbio-chandler-85226-d7f7526","Arizona Bioindustry Association (AZBio)","Health And Care","Bioscience Association","Bioscience Association","Chandler","AZ","85226","(480) 779-8101","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:4807798101","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"arizona-chamber-of-commerce-and-industry-phoenix-85014-a9df964","Arizona Chamber of Commerce & Industry","Local Services","Business Association","Business Association","Phoenix","AZ","85014","(602) 248-9172","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6022489172","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"arizona-complete-health-tempe-85281-ade1efa","Arizona Complete Health","Health And Care","Health Plan / Care Organization","Health Plan / Care Organization","Tempe","AZ","85281","(480) 567-9083 ext. 26883","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:480567908326883","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"arizona-escrow-and-financial-corporation-phoenix-85016-dbcdef8","Arizona Escrow & Financial Corporation","Real Estate And Property","Escrow / Financial Services","Escrow / Financial Services","Phoenix","AZ","85016","(602) 956-2629","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6029562629","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"arizona-financial-credit-union-phoenix-85008-21e0e9c","Arizona Financial Credit Union","Legal And Financial","Credit Union","Credit Union","Phoenix","AZ","85008","(602) 683-1000","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6026831000","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"arizona-hispanic-chamber-of-commerce-phoenix-85014-d845ef1","Arizona Hispanic Chamber of Commerce","Beauty And Wellness","Business Association","Business Association","Phoenix","AZ","85014","(602) 279-1800","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6022791800","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"arizona-lobbying-llc-phoenix-85003-df60ce8","Arizona Lobbying, LLC","Local Services","Lobbying / Public Affairs","Lobbying / Public Affairs","Phoenix","AZ","85003","(602) 252-5222","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6022525222","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"arizona-municipal-water-users-association-phoenix-85012-d2b2385","Arizona Municipal Water Users Association","Local Services","Water Policy / Association","Water Policy / Association","Phoenix","AZ","85012","(602) 248-8482","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6022488482","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"arizona-private-school-association-scottsdale-85260-6216236","Arizona Private School Association","Education And Childcare","Education Association","Education Association","Scottsdale","AZ","85260","(602) 254-5199","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6022545199","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"arizona-self-insurers-association-scottsdale-85251-5c4395d","Arizona Self-Insurers Association","Legal And Financial","Insurance / Employer Association","Insurance / Employer Association","Scottsdale","AZ","85251","(480) 706-5762","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:4807065762","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"arizona-small-business-association-phoenix-85028-f947b29","Arizona Small Business Association","Local Services","Small Business Association","Small Business Association","Phoenix","AZ","85028","(602) 306-4000","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6023064000","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"arizona-tooling-and-machining-association-scottsdale-85271-7da3a46","Arizona Tooling & Machining Association","Local Services","Manufacturing / Machining Association","Manufacturing / Machining Association","Scottsdale","AZ","85271","(602) 510-7219","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6025107219","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"arnold-insurance-phoenix-85028-ce5aba2","Arnold Insurance","Legal And Financial","Insurance Agency","Insurance Agency","Phoenix","AZ","85028","(602) 317-8807","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6023178807","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"ashley-karn-the-karn-group-at-barrett-real-estate-scottsdale-85260-488dc57","Ashley Karn, The Karn Group at Barrett Real Estate","Real Estate And Property","Real Estate Agent/team","Real Estate Agent/team","Scottsdale","AZ","85260","(480) 433-9405","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:4804339405","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"athletic-republic-north-phoenix-phoenix-85050-33fb776","Athletic Republic North Phoenix","Beauty And Wellness","Fitness / Performance Training","Fitness / Performance Training","Phoenix","AZ","85050","(614) 735-0227","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6147350227","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"atlas-capital-llc-paradise-valley-85253-5876a84","Atlas Capital, LLC","Legal And Financial","Capital / Finance","Capital / Finance","Paradise Valley","AZ","85253","(480) 499-4444","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:4804994444","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"atlas-cpas-and-advisors-pllc-scottsdale-85254-4b7ba2c","ATLAS CPAs & Advisors PLLC","Legal And Financial","CPA / Accounting / Advisory","CPA / Accounting / Advisory","Scottsdale","AZ","85254","(480) 483-1600","","","","13","","CONTACT_FOR_QUOTE","unclaimed","merged","phone:4804831600","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"atlas-residential-llc-paradise-valley-85253-f932414","Atlas Residential, LLC","Real Estate And Property","Residential Property Management","Residential Property Management","Paradise Valley","AZ","85253","(602) 903-7286","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6029037286","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"ave-phoenix-terra-phoenix-85003-c617df6","AVE Phoenix Terra","Real Estate And Property","Apartment Community","Apartment Community","Phoenix","AZ","85003","(602) 836-4680","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6028364680","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"az-policy-connect-scottsdale-85258-c34fd08","AZ Policy Connect","Creative Services","Public Affairs / Policy","Public Affairs / Policy","Scottsdale","AZ","85258","(602) 428-6644","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6024286644","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"az-pressure-wash-and-windows-scottsdale-85254-0ae8431","Az Pressure Wash and Windows","Auto Services","Pressure Washing / Windows","Pressure Washing / Windows","Scottsdale","AZ","85254","(480) 658-3605","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:4806583605","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"b-and-b-pawn-and-gold-mesa-85023-5244f4c","B and B Pawn and Gold","Retail And Specialty","Pawn / Gold Buyer","Pawn / Gold Buyer","Mesa","AZ","85023","(480) 610-1240","","","","13","","CONTACT_FOR_QUOTE","unclaimed","merged","phone:4806101240","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"b3-strategies-llc-phoenix-85006-d05362a","B3 Strategies, LLC","Creative Services","Strategy / Public Affairs","Strategy / Public Affairs","Phoenix","AZ","85006","(602) 687-9017","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6026879017","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"backyard-desert-ridge-phoenix-85050-cbf70eb","Backyard Desert Ridge","Food And Events","Restaurant / Bar","Restaurant / Bar","Phoenix","AZ","85050","(480) 585-5900","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:4805855900","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"bajrangi-llc-dba-the-ups-store-5340-phoenix-85021-19fc82c","Bajrangi LLC DBA The UPS Store #5340","Business Services","Shipping / Mailbox / Print","Shipping / Mailbox / Print","Phoenix","AZ","85021","(602) 864-3646","","","","13","","CONTACT_FOR_QUOTE","unclaimed","merged","phone:6028643646","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"banner-university-medical-center-phoenix-85006-4f6050b","Banner University Medical Center","Health And Care","Hospital","Hospital","Phoenix","AZ","85006","(602) 839-2000","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6028392000","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"barr-associates-llc-damien-barr-allstate-agency-scottsdale-85258-927e7ca","Barr Associates LLC (Damien Barr Allstate Agency)","Legal And Financial","Insurance Agency","Insurance Agency","Scottsdale","AZ","85258","(480) 922-8820","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:4809228820","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"bay-logistics-inc-phoenix-85004-2460fd9","Bay Logistics Inc.","Business Services","Logistics","Logistics","Phoenix","AZ","85004","(616) 432-5499","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6164325499","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"benchmark-tempe-85281-3a6afc2","Benchmark","Local Services","Engineering / Manufacturing Services","Engineering / Manufacturing Services","Tempe","AZ","85281","(623) 300-7000","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6233007000","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"benhd-llc-paradise-valley-85253-3b0c453","BenHD, LLC","Creative Services","Media / Production","Media / Production","Paradise Valley","AZ","85253","(480) 221-3377","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:4802213377","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"bestfit-water-scottsdale-85250-83e2be7","BestFit Water","Local Services","Water Purification","Water Purification","Scottsdale","AZ","85250","(480) 213-8736","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:4802138736","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"better-business-bureau-phoenix-85014-23fbfac","Better Business Bureau","Local Services","Business Accreditation / Nonprofit Services","Business Accreditation / Nonprofit Services","Phoenix","AZ","85014","(602) 264-1721","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6022641721","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"biziq-phoenix-85018-45b6038","BizIQ","Creative Services","Digital Marketing / Web","Digital Marketing / Web","Phoenix","AZ","85018","(480) 685-9433","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:4806859433","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"black-rifle-coffee-company-phoenix-85018-015fd5d","Black Rifle Coffee Company","Food And Events","Coffee Shop","Coffee Shop","Phoenix","AZ","85018","(210) 891-0385","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:2108910385","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"blue-signal-phoenix-85028-01b6ac5","Blue Signal","Business Services","Recruiting / Staffing","Recruiting / Staffing","Phoenix","AZ","85028","(480) 939-3200","","","","13","","CONTACT_FOR_QUOTE","unclaimed","merged","phone:4809393200","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"bob-allen-aflac-glendale-85383-2dc12c2","Bob Allen-Aflac","Legal And Financial","Insurance Agent","Insurance Agent","Glendale","AZ","85383","(219) 776-5449","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:2197765449","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"boot-barn-phoenix-85029-c456012","Boot Barn","Retail And Specialty","Clothing / Retail","Clothing / Retail","Phoenix","AZ","85029","(602) 878-5590","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6028785590","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"brad-siok-state-farm-agent-peoria-85382-f50a1cf","Brad Siok-State Farm Agent","Legal And Financial","Insurance Agent","Insurance Agent","Peoria","AZ","85382","(623) 566-6405","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6235666405","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"breakthrough-t1d-desert-west-chapter-phoenix-85018-83e0f8b","Breakthrough T1D - Desert West Chapter","Health And Care","Health Nonprofit","Health Nonprofit","Phoenix","AZ","85018","(602) 224-1800","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6022241800","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"brooks-realty-and-advisory-group-inc-scottsdale-85258-8d64afa","Brooks Realty & Advisory Group, Inc.","Real Estate And Property","Real Estate Advisory","Real Estate Advisory","Scottsdale","AZ","85258","(602) 264-1565","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6022641565","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
