lead_id,company_name,business_type,category_bucket,niche,city,state,zip,phone,address,website,source_url,source_lines,business_verified,claim_status,accepts_requests,last_verified,tags,verification_notes,outreach_fit,notes
VV-0099,"Duffy Group, Inc.",Business Services / Executive search / recruiting,Business Services,Executive search / recruiting,Phoenix,AZ,85050,(602) 861-5840,"4727 E. Union Hills Dr. Suite 200, Phoenix, AZ 85050",www.duffygroup.com,https://business.phoenixchamber.com/list/ql/business-professional-services-5,L660-L666,false,unclaimed,true,2026-05-19,Executive search / recruiting|Business Services|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L660-L666.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0100,"DWL Architects & Planners, Inc.",Business Services / Architecture / planning,Business Services,Architecture / planning,Phoenix,AZ,85004,(602) 264-9731,"2333 N. Central Ave., Phoenix, AZ 85004",www.dwlarchitects.com,https://business.phoenixchamber.com/list/ql/business-professional-services-5,L668-L674,false,unclaimed,true,2026-05-19,Architecture / planning|Business Services|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L668-L674.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0101,"Elontec, LLC",Business Services / Office relocation / services,Business Services,Office relocation / services,Phoenix,AZ,85043,(602) 759-5500,"405 N. 75th Ave., Ste. 168, Phoenix, AZ 85043",,https://business.phoenixchamber.com/list/ql/business-professional-services-5,L676-L680,false,unclaimed,true,2026-05-19,Office relocation / services|Business Services|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L676-L680.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0102,Bay Logistics Inc.,Transportation/Logistics / Logistics,Transportation/Logistics,Logistics,Phoenix,AZ,85004,(616) 432-5499,"291 E. Buckeye Rd., Phoenix, AZ 85004",,https://business.phoenixchamber.com/list/category/transportation-and-logistics-12210,L181-L186,false,unclaimed,true,2026-05-19,Logistics|Transportation/Logistics|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L181-L186.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0103,Dircks Moving & Logistics,Transportation/Logistics / Moving / logistics,Transportation/Logistics,Moving / logistics,Phoenix,AZ,85043,(602) 267-9401,"4340 W. Mohave St., Phoenix, AZ 85043",www.dircks.com,https://business.phoenixchamber.com/list/category/transportation-and-logistics-12210,L188-L193,false,unclaimed,true,2026-05-19,Moving / logistics|Transportation/Logistics|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L188-L193.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0104,HartStone Logistics LLC.,Transportation/Logistics / Logistics,Transportation/Logistics,Logistics,Scottsdale,AZ,85251,(480) 480-6844,"7014 E. Camelback Rd. c/o Industrious Set B100A, Scottsdale, AZ 85251",,https://business.phoenixchamber.com/list/category/transportation-and-logistics-12210,L201-L206,false,unclaimed,true,2026-05-19,Logistics|Transportation/Logistics|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L201-L206.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0105,Penske Used Truck Center,Transportation/Logistics / Truck sales / transport,Transportation/Logistics,Truck sales / transport,Phoenix,AZ,85004,(602) 282-1705,"2219 S. 2nd Place, Phoenix, AZ 85004",,https://business.phoenixchamber.com/list/category/transportation-and-logistics-12210,L214-L219,false,unclaimed,true,2026-05-19,Truck sales / transport|Transportation/Logistics|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L214-L219.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0106,Premier Expeditors Inc,Transportation/Logistics / Expedited logistics,Transportation/Logistics,Expedited logistics,Mesa,AZ,85206,(623) 866-8434,"3755 E Broadway Unit 53, Mesa, AZ 85206",,https://business.phoenixchamber.com/list/category/transportation-and-logistics-12210,L221-L226,false,unclaimed,true,2026-05-19,Expedited logistics|Transportation/Logistics|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L221-L226.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0107,Price 4 Limo Phoenix,Transportation/Logistics / Charter bus / limo service,Transportation/Logistics,Charter bus / limo service,Phoenix,AZ,85003,(866) 265-5479,"208 W Washington St, Phoenix, AZ 85003",,https://business.phoenixchamber.com/list/category/transportation-and-logistics-12210,L228-L235,false,unclaimed,true,2026-05-19,Charter bus / limo service|Transportation/Logistics|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L228-L235.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0108,Amsafe Inc.,Automotive / Aircraft parts / safety systems,Automotive,Aircraft parts / safety systems,Phoenix,AZ,85043,(602) 850-2850,"1043 N. 47th Avenue, Phoenix, AZ 85043",,https://business.phoenixchamber.com/list/ql/automotive-marine-4,L175-L180,false,unclaimed,true,2026-05-19,Aircraft parts / safety systems|Automotive|Local company / public phone listed|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L175-L180.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local company / public phone listed,Pulled from Phoenix Chamber automotive category.
VV-0109,Chapman BMW on Camelback,Automotive / Auto dealer,Automotive,Auto dealer,Phoenix,AZ,85014,(602) 308-4269,"830 E. Camelback Rd., Phoenix, AZ 85014",,https://business.phoenixchamber.com/list/ql/automotive-marine-4,L196-L201,false,unclaimed,true,2026-05-19,Auto dealer|Automotive|Local dealership / public phone listed|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L196-L201.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local dealership / public phone listed,
VV-0110,"Coulter Cadillac, Inc.",Automotive / Auto dealer,Automotive,Auto dealer,Phoenix,AZ,85014,(602) 264-1188,"1188 E. Camelback Rd., Phoenix, AZ 85014-3211",www.coultercadillac.com,https://business.phoenixchamber.com/list/ql/automotive-marine-4,L210-L216,false,unclaimed,true,2026-05-19,Auto dealer|Automotive|Local dealership / website listed|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L210-L216.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local dealership / website listed,
VV-0111,Drive It Pro,Automotive / Auto sales/services,Automotive,Auto sales/services,Phoenix,AZ,85009,(602) 222-9619,"2821 W. Van Buren St., Phoenix, AZ 85009",,https://business.phoenixchamber.com/list/ql/automotive-marine-4,L218-L222,false,unclaimed,true,2026-05-19,Auto sales/services|Automotive|Local auto business / public phone listed|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L218-L222.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local auto business / public phone listed,
VV-0112,Firestone Complete Auto Care,Automotive / Auto repair/maintenance,Automotive,Auto repair/maintenance,Phoenix,AZ,85027,(623) 582-5626,"3440 W. Union Hills Rd., Phoenix, AZ 85027",,https://business.phoenixchamber.com/list/ql/automotive-marine-4,L231-L236,false,unclaimed,true,2026-05-19,Auto repair/maintenance|Automotive|Local service location / public phone listed|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L231-L236.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local service location / public phone listed,Chain location; still real local operating lead.
VV-0113,Foster Fuels Inc.,Automotive / Fuel / vehicle services,Automotive,Fuel / vehicle services,Phoenix,AZ,85043,(800) 344-6457,"639 S. 54th Ave., Phoenix, AZ 85043",,https://business.phoenixchamber.com/list/ql/automotive-marine-4,L239-L242,false,unclaimed,true,2026-05-19,Fuel / vehicle services|Automotive|Business with Phoenix address / public phone listed|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L239-L242.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Business with Phoenix address / public phone listed,
VV-0114,One Stop Auto Body & Paint,Automotive / Auto body / paint,Automotive,Auto body / paint,Phoenix,AZ,85027,(602) 944-0880,"2017 W. Ironwood Dr., Phoenix, AZ 85027",,https://business.phoenixchamber.com/list/ql/automotive-marine-4,L244-L249,false,unclaimed,true,2026-05-19,Auto body / paint|Automotive|Local SMB / public phone listed|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L244-L249.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / public phone listed,
VV-0115,Scott's Automotive,Automotive / Auto repair/maintenance,Automotive,Auto repair/maintenance,Phoenix,AZ,85014,(602) 237-5237,"5126 N. 7th Street, Phoenix, AZ 85014",,https://business.phoenixchamber.com/list/ql/automotive-marine-4,L258-L262,false,unclaimed,true,2026-05-19,Auto repair/maintenance|Automotive|Local auto shop / public phone listed|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L258-L262.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local auto shop / public phone listed,
VV-0116,Scott's Automotive of North Peoria,Automotive / Auto repair/maintenance,Automotive,Auto repair/maintenance,Peoria,AZ,85016,(623) 933-5454,"17561 N. 91st Ave., Peoria, AZ 85016",,https://business.phoenixchamber.com/list/ql/automotive-marine-4,L264-L269,false,unclaimed,true,2026-05-19,Auto repair/maintenance|Automotive|Local auto shop / public phone listed|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L264-L269.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local auto shop / public phone listed,Source city/ZIP appears inconsistent; verify before mailing.
VV-0117,All City Towing,Automotive / Towing / vehicle emergency services,Automotive,Towing / vehicle emergency services,Tempe,AZ,85281,(480) 833-7278,"2031 W. 1st St., Tempe, AZ 85281",,https://business.phoenixchamber.com/list/ql/automotive-marine-4,L303-L307,false,unclaimed,true,2026-05-19,Towing / vehicle emergency services|Automotive|Local towing/service business / public phone listed|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L303-L307.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local towing/service business / public phone listed,
VV-0118,A Ready Minded Youth Foundation,Health Care / Youth foundation / health-adjacent services,Health Care,Youth foundation / health-adjacent services,Phoenix,AZ,85051,(480) 469-4950,"8005 N. 42nd Ave., Phoenix, AZ 85051",,https://business.phoenixchamber.com/list/ql/health-care-11,L175-L183,false,unclaimed,true,2026-05-19,Youth foundation / health-adjacent services|Health Care|Local nonprofit/service organization / public phone listed|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L175-L183.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local nonprofit/service organization / public phone listed,
VV-0119,Adelante Healthcare,Health Care / Healthcare clinic,Health Care,Healthcare clinic,Phoenix,AZ,85012,(623) 544-5129,"3033 N. Central Ave. Ste. 145, Phoenix, AZ 85012",,https://business.phoenixchamber.com/list/ql/health-care-11,L185-L189,false,unclaimed,true,2026-05-19,Healthcare clinic|Health Care|Healthcare provider / public phone listed|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L185-L189.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Healthcare provider / public phone listed,
VV-0120,Adelante Healthcare - Mesa,Health Care / Healthcare clinic,Health Care,Healthcare clinic,Mesa,AZ,85202,(877) 809-5092,"2204 S. Dobson Rd., Ste. 101, Mesa, AZ 85202",,https://business.phoenixchamber.com/list/ql/health-care-11,L205-L209,false,unclaimed,true,2026-05-19,Healthcare clinic|Health Care|Healthcare provider / public phone listed|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L205-L209.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Healthcare provider / public phone listed,
VV-0121,Adelante Healthcare - Phoenix,Health Care / Healthcare clinic,Health Care,Healthcare clinic,Phoenix,AZ,85051,(877) 809-5092,"7725 N. 43rd Ave., Ste. 510, Phoenix, AZ 85051",,https://business.phoenixchamber.com/list/ql/health-care-11,L211-L216,false,unclaimed,true,2026-05-19,Healthcare clinic|Health Care|Healthcare provider / public phone listed|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L211-L216.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Healthcare provider / public phone listed,
VV-0122,Adelante Healthcare Central Phoenix,Health Care / Healthcare clinic,Health Care,Healthcare clinic,Phoenix,AZ,85013,(877) 809-5092,"500 W. Thomas Rd., Ste. 870, Phoenix, AZ 85013",,https://business.phoenixchamber.com/list/ql/health-care-11,L231-L236,false,unclaimed,true,2026-05-19,Healthcare clinic|Health Care|Healthcare provider / public phone listed|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L231-L236.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Healthcare provider / public phone listed,
VV-0123,AdmireMD Skin + Wellness Clinic,Health Care / Skin/wellness clinic,Health Care,Skin/wellness clinic,Phoenix,AZ,85018,(480) 573-0082,"4280 E. Camelback Rd. Suite 150, Phoenix, AZ 85018",,https://business.phoenixchamber.com/list/ql/health-care-11,L258-L263,false,unclaimed,true,2026-05-19,Skin/wellness clinic|Health Care|Local wellness clinic / public phone listed|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L258-L263.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local wellness clinic / public phone listed,
VV-0124,Advanced Spine & Pain,Health Care / Spine / pain care,Health Care,Spine / pain care,Phoenix,AZ,85037,(480) 573-0130,"1695 N. 95th Lane, Phoenix, AZ 85037",,https://business.phoenixchamber.com/list/ql/health-care-11,L265-L269,false,unclaimed,true,2026-05-19,Spine / pain care|Health Care|Healthcare provider / public phone listed|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L265-L269.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Healthcare provider / public phone listed,
VV-0125,All Embracing Home Care,Health Care / Home health care,Health Care,Home health care,Phoenix,AZ,85051,(480) 744-9151,"10000 N. 31st Ave. Ste C 100-142, Phoenix, AZ 85051",,https://business.phoenixchamber.com/list/ql/health-care-11,L271-L280,false,unclaimed,true,2026-05-19,Home health care|Health Care|Home care business / public phone listed|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L271-L280.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Home care business / public phone listed,
VV-0126,AllThrive 365 (Formerly FSL),Health Care / Community health / services,Health Care,Community health / services,Phoenix,AZ,85014,(602) 285-1800,"1201 E. Thomas Rd., Phoenix, AZ 85014",,https://business.phoenixchamber.com/list/ql/health-care-11,L282-L286,false,unclaimed,true,2026-05-19,Community health / services|Health Care|Local service organization / public phone listed|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L282-L286.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local service organization / public phone listed,
VV-0127,ArchWell Health- North Mountain,Health Care / Healthcare clinic,Health Care,Healthcare clinic,Phoenix,AZ,85021,(602) 858-4361,"8913 N. 19th Avenue, Phoenix, AZ 85021",,https://business.phoenixchamber.com/list/ql/health-care-11,L289-L293,false,unclaimed,true,2026-05-19,Healthcare clinic|Health Care|Healthcare provider / public phone listed|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L289-L293.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Healthcare provider / public phone listed,
VV-0128,Arizona Alliance for Community Health Centers,Health Care / Health association,Health Care,Health association,Phoenix,AZ,85034,(602) 288-7547,"700 E. Jefferson St., Ste. 100, Phoenix, AZ 85034",www.aachc.org,https://business.phoenixchamber.com/list/ql/health-care-11,L295-L301,false,unclaimed,true,2026-05-19,Health association|Health Care|Health organization / website listed|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L295-L301.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Health organization / website listed,
VV-0129,Arizona Association of Health Plans,Health Care / Health insurance association,Health Care,Health insurance association,Phoenix,AZ,85016,(602) 680-7680,"2375 E. Camelback Rd. Suite 600, Phoenix, AZ 85016",,https://business.phoenixchamber.com/list/ql/health-care-11,L303-L307,false,unclaimed,true,2026-05-19,Health insurance association|Health Care|Health organization / public phone listed|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L303-L307.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Health organization / public phone listed,
VV-0130,Arizona Biltmore Dentistry,Health Care / Dentist,Health Care,Dentist,Phoenix,AZ,85016,(602) 957-8200,"2777 E. Camelback Road Ste. 101, Phoenix, AZ 85016",,https://business.phoenixchamber.com/list/ql/health-care-11,L309-L314,false,unclaimed,true,2026-05-19,Dentist|Health Care|Dental provider / public phone listed|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L309-L314.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Dental provider / public phone listed,
VV-0131,Arizona Bioindustry Association (AZBio),Health Care / Bioscience association,Health Care,Bioscience association,Chandler,AZ,85226,(480) 779-8101,"107 S. Southgate Dr., Chandler, AZ 85226",,https://business.phoenixchamber.com/list/ql/health-care-11,L316-L320,false,unclaimed,true,2026-05-19,Bioscience association|Health Care|Bioscience organization / public phone listed|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L316-L320.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Bioscience organization / public phone listed,
VV-0132,Arizona Complete Health,Health Care / Health plan / care organization,Health Care,Health plan / care organization,Tempe,AZ,85281,(480) 567-9083 ext. 26883,"1850 W. Rio Salado Pkwy., Ste. 211, Tempe, AZ 85281-5713",,https://business.phoenixchamber.com/list/ql/health-care-11,L322-L327,false,unclaimed,true,2026-05-19,Health plan / care organization|Health Care|Healthcare organization / public phone listed|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L322-L327.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Healthcare organization / public phone listed,
VV-0133,Beatitudes Campus,Health Care / Senior living / care,Health Care,Senior living / care,Phoenix,AZ,85021,(602) 995-6100,"1610 W. Glendale Ave., Phoenix, AZ 85021",www.beatitudescampus.org,https://business.phoenixchamber.com/list/ql/health-care-11,L389-L393,false,unclaimed,true,2026-05-19,Senior living / care|Health Care|Senior care campus / website listed|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L389-L393.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Senior care campus / website listed,
VV-0134,Choice Hospice,Health Care / Hospice care,Health Care,Hospice care,Phoenix,AZ,85016,(602) 795-9705,"2111 E. Highland Ave. Suite B425, Phoenix, AZ 85016",,https://business.phoenixchamber.com/list/ql/health-care-11,L451-L456,false,unclaimed,true,2026-05-19,Hospice care|Health Care|Hospice provider / public phone listed|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L451-L456.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Hospice provider / public phone listed,
VV-0135,Circle the City,Health Care / Community healthcare,Health Care,Community healthcare,Phoenix,AZ,85013,(602) 776-0776,"300 W. Clarendon Ave. Suite 200, Phoenix, AZ 85013",,https://business.phoenixchamber.com/list/ql/health-care-11,L465-L470,false,unclaimed,true,2026-05-19,Community healthcare|Health Care|Local health organization / public phone listed|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L465-L470.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local health organization / public phone listed,
VV-0136,Dental Depot Orthodontics,Health Care / Orthodontics,Health Care,Orthodontics,Phoenix,AZ,85053,(602) 845-8653,"3750 W. Greenway Rd., Phoenix, AZ 85053",,https://business.phoenixchamber.com/list/ql/health-care-11,L511-L515,false,unclaimed,true,2026-05-19,Orthodontics|Health Care|Dental/orthodontics provider / public phone listed|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L511-L515.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Dental/orthodontics provider / public phone listed,
VV-0137,Desert Vista Eye Specialists-Phoenix,Health Care / Eye care / optometry,Health Care,Eye care / optometry,Phoenix,AZ,85016,(602) 840-3501,"2222 E. Camelback Rd. Suite 250, Phoenix, AZ 85016",,https://business.phoenixchamber.com/list/ql/health-care-11,L517-L522,false,unclaimed,true,2026-05-19,Eye care / optometry|Health Care|Eye care provider / public phone listed|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L517-L522.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Eye care provider / public phone listed,
VV-0138,Desert Vista Eye Specialists-Scottsdale,Health Care / Eye care / optometry,Health Care,Eye care / optometry,Scottsdale,AZ,85260,(480) 483-0711,"8404 E. Shea Blvd. Suite 105, Scottsdale, AZ 85260",,https://business.phoenixchamber.com/list/ql/health-care-11,L524-L529,false,unclaimed,true,2026-05-19,Eye care / optometry|Health Care|Eye care provider / public phone listed|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L524-L529.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Eye care provider / public phone listed,
VV-0139,Devoted Guardians Home Care & Homehealth,Health Care / Home care / home health,Health Care,Home care / home health,Tempe,AZ,85284,(480) 999-3012,"1705 W. Ruby Drive #107, Tempe, AZ 85284",,https://business.phoenixchamber.com/list/ql/health-care-11,L531-L535,false,unclaimed,true,2026-05-19,Home care / home health|Health Care|Home care provider / public phone listed|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L531-L535.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Home care provider / public phone listed,
VV-0140,Envy Hospice,Health Care / Hospice care,Health Care,Hospice care,Phoenix,AZ,85020,(480) 335-4040,"1825 E. Northern Ave. Ste. 271, Phoenix, AZ 85020",,https://business.phoenixchamber.com/list/ql/health-care-11,L544-L549,false,unclaimed,true,2026-05-19,Hospice care|Health Care|Hospice provider / public phone listed|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L544-L549.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Hospice provider / public phone listed,
VV-0141,Alma School Pawn and Gold,Shopping/Retail / Pawn / gold,Shopping/Retail,Pawn / gold,Mesa,AZ,85210,(480) 644-7932,"752 S. Alma School Rd., Mesa, AZ 85210",,https://business.phoenixchamber.com/list/ql/shopping-specialty-retail-23,L175-L179,false,unclaimed,true,2026-05-19,Pawn / gold|Shopping/Retail|Local retail business / public phone listed|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L175-L179.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local retail business / public phone listed,
VV-0142,Anchored Solutions Residential Construction,Shopping/Retail / Residential construction / contractor,Shopping/Retail,Residential construction / contractor,Phoenix,AZ,85018,(425) 418-7477,"5419 E. Avalon Dr., Phoenix, AZ 85018",,https://business.phoenixchamber.com/list/ql/shopping-specialty-retail-23,L189-L197,false,unclaimed,true,2026-05-19,Residential construction / contractor|Shopping/Retail|Local contractor / public phone listed|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L189-L197.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local contractor / public phone listed,
VV-0143,B and B Pawn and Gold,Shopping/Retail / Pawn / gold,Shopping/Retail,Pawn / gold,Mesa,AZ,85023,(480) 610-1240,"1107 E. Main St., Mesa, AZ 85023",,https://business.phoenixchamber.com/list/ql/shopping-specialty-retail-23,L199-L204,false,unclaimed,true,2026-05-19,Pawn / gold|Shopping/Retail|Local retail business / public phone listed|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L199-L204.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local retail business / public phone listed,Source city/ZIP appears inconsistent; verify before mailing.
VV-0144,Bajrangi LLC DBA The UPS Store #5340,Shopping/Retail / Shipping / retail services,Shopping/Retail,Shipping / retail services,Phoenix,AZ,85021,(602) 864-3646,"8050 N. 19th Ave., Phoenix, AZ 85021",,https://business.phoenixchamber.com/list/ql/shopping-specialty-retail-23,L206-L210,false,unclaimed,true,2026-05-19,Shipping / retail services|Shopping/Retail|Local franchise/storefront / public phone listed|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L206-L210.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local franchise/storefront / public phone listed,
VV-0145,Boot Barn,Shopping/Retail / Clothing / retail,Shopping/Retail,Clothing / retail,Phoenix,AZ,85029,(602) 878-5590,"2738 W. Peoria Ave., Phoenix, AZ 85029",,https://business.phoenixchamber.com/list/ql/shopping-specialty-retail-23,L212-L217,false,unclaimed,true,2026-05-19,Clothing / retail|Shopping/Retail|Local retail location / public phone listed|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L212-L217.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local retail location / public phone listed,Chain location; still real local operating lead.
VV-0146,Border States Electric Supply,Shopping/Retail / Electrical supply,Shopping/Retail,Electrical supply,Phoenix,AZ,85034,(602) 244-0331,"5519 E. Washington St., Phoenix, AZ 85034-2133",www.borderstateselectric.com,https://business.phoenixchamber.com/list/ql/shopping-specialty-retail-23,L219-L225,false,unclaimed,true,2026-05-19,Electrical supply|Shopping/Retail|Supplier business / website listed|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L219-L225.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Supplier business / website listed,
